Threshold,Array Size,Algorithm,Time (ms),Comparisons,IsSorted
35,20000,HybridMergeSort,2,307112,true
35,30000,MergeSort,4,408701,true
35,30000,HybridMergeSort,4,534809,true
35,40000,MergeSort,7,561897,true
35,40000,HybridMergeSort,4,653221,true
35,50000,MergeSort,8,718274,true
35,50000,HybridMergeSort,5,882200,true
35,100000,MergeSort,18,1536557,true
35,100000,HybridMergeSort,13,1862270,true
35,500000,MergeSort,98,8836918,true
35,500000,HybridMergeSort,74,11091809,true
35,1000000,MergeSort,200,18673620,true
35,1000000,HybridMergeSort,123,23191239,true
35,1500000,MergeSort,269,28911189,true
35,1500000,HybridMergeSort,226,33347928,true
35,2000000,MergeSort,428,39347674,true
35,2000000,HybridMergeSort,315,48364972,true
35,2500000,MergeSort,558,50025604,true
35,2500000,HybridMergeSort,398,55577845,true
35,5000000,MergeSort,1200,105052132,true
35,5000000,HybridMergeSort,1001,116159098,true
35,7500000,MergeSort,1659,161904680,true
35,7500000,HybridMergeSort,1266,192739547,true
35,10000000,MergeSort,2204,220101207,true
35,10000000,HybridMergeSort,1685,242319634,true
40,1000,MergeSort,0,8714,true
40,1000,HybridMergeSort,0,13272,true
40,2000,MergeSort,0,19391,true
40,2000,HybridMergeSort,0,28650,true
40,3000,MergeSort,1,30945,true
40,3000,HybridMergeSort,0,40037,true
40,4000,MergeSort,1,42791,true
40,4000,HybridMergeSort,0,62391,true
40,5000,MergeSort,1,55240,true
40,5000,HybridMergeSort,0,87258,true
40,10000,MergeSort,1,120417,true
40,10000,HybridMergeSort,2,184319,true
40,20000,MergeSort,4,260907,true
40,20000,HybridMergeSort,2,387048,true
40,30000,MergeSort,5,408644,true
40,30000,HybridMergeSort,3,535701,true
40,40000,MergeSort,7,561768,true
40,40000,HybridMergeSort,4,815781,true
40,50000,MergeSort,9,718063,true
40,50000,HybridMergeSort,6,880748,true
40,100000,MergeSort,17,1536171,true
40,100000,HybridMergeSort,11,1864342,true
40,500000,MergeSort,96,8837249,true
40,500000,HybridMergeSort,71,11090535,true
40,1000000,MergeSort,190,18674402,true
40,1000000,HybridMergeSort,147,23189485,true
40,1500000,MergeSort,295,28910611,true
40,1500000,HybridMergeSort,208,33330809,true
40,2000000,MergeSort,390,39348638,true
40,2000000,HybridMergeSort,297,48372622,true
40,2500000,MergeSort,507,50025394,true
40,2500000,HybridMergeSort,399,65326179,true
40,5000000,MergeSort,1044,105052538,true
40,5000000,HybridMergeSort,820,135627395,true
40,7500000,MergeSort,1545,161909358,true
40,7500000,HybridMergeSort,1311,192732056,true
40,10000000,MergeSort,2086,220101654,true
40,10000000,HybridMergeSort,1709,281207801,true
45,1000,MergeSort,0,8688,true
45,1000,HybridMergeSort,0,13541,true
45,2000,MergeSort,0,19431,true
45,2000,HybridMergeSort,1,28907,true
45,3000,MergeSort,0,30891,true
45,3000,HybridMergeSort,0,41691,true
45,4000,MergeSort,1,42830,true
45,4000,HybridMergeSort,0,61496,true
45,5000,MergeSort,1,55223,true
45,5000,HybridMergeSort,0,86946,true
45,10000,MergeSort,1,120395,true
45,10000,HybridMergeSort,1,183709,true
45,20000,MergeSort,3,260814,true
45,20000,HybridMergeSort,2,387651,true
45,30000,MergeSort,4,408624,true
45,30000,HybridMergeSort,3,535386,true
45,40000,MergeSort,6,561872,true
45,40000,HybridMergeSort,4,815584,true
45,50000,MergeSort,8,718510,true
45,50000,HybridMergeSort,5,880931,true
45,100000,MergeSort,18,1536620,true
45,100000,HybridMergeSort,12,1864409,true
45,500000,MergeSort,80,8836868,true
45,500000,HybridMergeSort,68,11100696,true
45,1000000,MergeSort,180,18673812,true
45,1000000,HybridMergeSort,146,23180091,true
45,1500000,MergeSort,293,28911529,true
45,1500000,HybridMergeSort,228,40570677,true
45,2000000,MergeSort,395,39347658,true
45,2000000,HybridMergeSort,297,48365127,true
45,2500000,MergeSort,518,50023319,true
45,2500000,HybridMergeSort,407,65297854,true
45,5000000,MergeSort,1024,105051423,true
45,5000000,HybridMergeSort,831,135638551,true
45,7500000,MergeSort,1586,161908982,true
45,7500000,HybridMergeSort,1229,192728043,true
45,10000000,MergeSort,2099,220101746,true
45,10000000,HybridMergeSort,1723,281268863,true
50,1000,MergeSort,0,8695,true
50,1000,HybridMergeSort,0,13273,true
50,2000,MergeSort,1,19406,true
50,2000,HybridMergeSort,0,28604,true
50,3000,MergeSort,0,30863,true
50,3000,HybridMergeSort,1,55287,true
50,4000,MergeSort,0,42873,true
50,4000,HybridMergeSort,1,61631,true
50,5000,MergeSort,0,55271,true
50,5000,HybridMergeSort,1,87208,true
50,10000,MergeSort,1,120360,true
50,10000,HybridMergeSort,1,182932,true
50,20000,MergeSort,4,260842,true
50,20000,HybridMergeSort,2,387773,true
50,30000,MergeSort,5,408596,true
50,30000,HybridMergeSort,3,537808,true
50,40000,MergeSort,6,561664,true
50,40000,HybridMergeSort,4,813474,true
50,50000,MergeSort,8,718382,true
50,50000,HybridMergeSort,6,1139768,true
50,100000,MergeSort,16,1536244,true
50,100000,HybridMergeSort,13,2383100,true
50,500000,MergeSort,90,8837679,true
50,500000,HybridMergeSort,70,11086942,true
50,1000000,MergeSort,189,18674275,true
50,1000000,HybridMergeSort,137,23191905,true
50,1500000,MergeSort,291,28910781,true
50,1500000,HybridMergeSort,220,40576854,true
50,2000000,MergeSort,376,39349102,true
50,2000000,HybridMergeSort,358,48364892,true
50,2500000,MergeSort,505,50025228,true
50,2500000,HybridMergeSort,386,65305824,true
50,5000000,MergeSort,993,105051468,true
50,5000000,HybridMergeSort,836,135641834,true
50,7500000,MergeSort,1530,161905823,true
50,7500000,HybridMergeSort,1259,192745170,true
50,10000000,MergeSort,2092,220101288,true
50,10000000,HybridMergeSort,1690,281252953,true
55,1000,MergeSort,1,8712,true
55,1000,HybridMergeSort,0,13600,true
55,2000,MergeSort,0,19478,true
55,2000,HybridMergeSort,0,28863,true
55,3000,MergeSort,1,30905,true
55,3000,HybridMergeSort,0,55559,true
55,4000,MergeSort,0,42803,true
55,4000,HybridMergeSort,0,61710,true
55,5000,MergeSort,1,55229,true
55,5000,HybridMergeSort,0,87232,true
55,10000,MergeSort,2,120419,true
55,10000,HybridMergeSort,0,183661,true
55,20000,MergeSort,3,261181,true
55,20000,HybridMergeSort,1,389219,true
55,30000,MergeSort,3,408684,true
55,30000,HybridMergeSort,3,537176,true
55,40000,MergeSort,5,561693,true
55,40000,HybridMergeSort,4,815913,true
55,50000,MergeSort,7,718048,true
55,50000,HybridMergeSort,5,1143645,true
55,100000,MergeSort,15,1536332,true
55,100000,HybridMergeSort,10,2384165,true
55,500000,MergeSort,81,8836856,true
55,500000,HybridMergeSort,67,11094046,true
55,1000000,MergeSort,178,18674258,true
55,1000000,HybridMergeSort,144,23179549,true
55,1500000,MergeSort,287,28908989,true
55,1500000,HybridMergeSort,212,40598990,true
55,2000000,MergeSort,391,39347704,true
55,2000000,HybridMergeSort,285,48356565,true
55,2500000,MergeSort,495,50027080,true
55,2500000,HybridMergeSort,399,65341025,true
55,5000000,MergeSort,1100,105046771,true
55,5000000,HybridMergeSort,910,135597723,true
55,7500000,MergeSort,1630,161907149,true
55,7500000,HybridMergeSort,1245,192726610,true
55,10000000,MergeSort,2103,220097466,true
55,10000000,HybridMergeSort,1698,281262036,true
60,1000,MergeSort,0,8684,true
60,1000,HybridMergeSort,0,13363,true
60,2000,MergeSort,0,19436,true
60,2000,HybridMergeSort,0,28614,true
60,3000,MergeSort,1,30942,true
60,3000,HybridMergeSort,0,55725,true
60,4000,MergeSort,1,42863,true
60,4000,HybridMergeSort,0,61898,true
60,5000,MergeSort,1,55228,true
60,5000,HybridMergeSort,0,87002,true
60,10000,MergeSort,1,120411,true
60,10000,HybridMergeSort,0,182481,true
60,20000,MergeSort,2,260835,true
60,20000,HybridMergeSort,2,386825,true
60,30000,MergeSort,4,408512,true
60,30000,HybridMergeSort,4,727593,true
60,40000,MergeSort,5,561832,true
60,40000,HybridMergeSort,4,814314,true
60,50000,MergeSort,7,718203,true
60,50000,HybridMergeSort,5,1141713,true
60,100000,MergeSort,16,1536728,true
60,100000,HybridMergeSort,12,2381151,true
60,500000,MergeSort,91,8836977,true
60,500000,HybridMergeSort,71,14327272,true
60,1000000,MergeSort,193,18673878,true
60,1000000,HybridMergeSort,159,29641090,true
60,1500000,MergeSort,296,28910274,true
60,1500000,HybridMergeSort,212,40593225,true
60,2000000,MergeSort,377,39347481,true
60,2000000,HybridMergeSort,316,61340196,true
60,2500000,MergeSort,490,50026079,true
60,2500000,HybridMergeSort,392,65306006,true
60,5000000,MergeSort,1060,105050226,true
60,5000000,HybridMergeSort,803,135604371,true
60,7500000,MergeSort,1552,161907034,true
60,7500000,HybridMergeSort,1307,239577202,true
60,10000000,MergeSort,2146,220100655,true
60,10000000,HybridMergeSort,1778,281241414,true
65,1000,MergeSort,0,8726,true
65,1000,HybridMergeSort,0,20122,true
65,2000,MergeSort,0,19484,true
65,2000,HybridMergeSort,0,41813,true
65,3000,MergeSort,1,30854,true
65,3000,HybridMergeSort,0,54887,true
65,4000,MergeSort,0,42853,true
65,4000,HybridMergeSort,1,89036,true
65,5000,MergeSort,0,55185,true
65,5000,HybridMergeSort,1,86169,true
65,10000,MergeSort,1,120465,true
65,10000,HybridMergeSort,1,182955,true
65,20000,MergeSort,2,261005,true
65,20000,HybridMergeSort,2,386886,true
65,30000,MergeSort,4,408663,true
65,30000,HybridMergeSort,2,727039,true
65,40000,MergeSort,5,561768,true
65,40000,HybridMergeSort,4,815094,true
65,50000,MergeSort,7,718047,true
65,50000,HybridMergeSort,6,1138333,true
65,100000,MergeSort,15,1536639,true
65,100000,HybridMergeSort,12,2385739,true
65,500000,MergeSort,94,8836860,true
65,500000,HybridMergeSort,72,14449052,true
65,1000000,MergeSort,186,18673476,true
65,1000000,HybridMergeSort,152,29897967,true
65,1500000,MergeSort,299,28910955,true
65,1500000,HybridMergeSort,223,40602973,true
65,2000000,MergeSort,397,39349650,true
65,2000000,HybridMergeSort,330,61804155,true
65,2500000,MergeSort,483,50024470,true
65,2500000,HybridMergeSort,410,65313312,true
65,5000000,MergeSort,1018,105051526,true
65,5000000,HybridMergeSort,846,135620436,true
65,7500000,MergeSort,1626,161904131,true
65,7500000,HybridMergeSort,1404,239619316,true
65,10000000,MergeSort,2096,220099420,true
65,10000000,HybridMergeSort,1705,281259876,true
70,1000,MergeSort,0,8695,true
70,1000,HybridMergeSort,0,20805,true
70,2000,MergeSort,0,19440,true
70,2000,HybridMergeSort,1,42201,true
70,3000,MergeSort,0,30919,true
70,3000,HybridMergeSort,0,55330,true
70,4000,MergeSort,1,42753,true
70,4000,HybridMergeSort,0,88211,true
70,5000,MergeSort,1,55217,true
70,5000,HybridMergeSort,0,87250,true
70,10000,MergeSort,1,120415,true
70,10000,HybridMergeSort,1,184152,true
70,20000,MergeSort,3,260844,true
70,20000,HybridMergeSort,2,387392,true
70,30000,MergeSort,5,408629,true
70,30000,HybridMergeSort,3,728188,true
70,40000,MergeSort,6,561928,true
70,40000,HybridMergeSort,4,815492,true
70,50000,MergeSort,7,718114,true
70,50000,HybridMergeSort,6,1140043,true
70,100000,MergeSort,16,1536274,true
70,100000,HybridMergeSort,13,2381664,true
70,500000,MergeSort,90,8837242,true
70,500000,HybridMergeSort,67,14449617,true
70,1000000,MergeSort,199,18674576,true
70,1000000,HybridMergeSort,156,29892601,true
70,1500000,MergeSort,267,28910257,true
70,1500000,HybridMergeSort,218,40578324,true
70,2000000,MergeSort,376,39348766,true
70,2000000,HybridMergeSort,296,61780945,true
70,2500000,MergeSort,490,50025754,true
70,2500000,HybridMergeSort,376,65314008,true
70,5000000,MergeSort,1013,105050802,true
70,5000000,HybridMergeSort,803,135640424,true
70,7500000,MergeSort,1533,161906525,true
70,7500000,HybridMergeSort,1263,239556081,true
70,10000000,MergeSort,2074,220099939,true
70,10000000,HybridMergeSort,1684,281276221,true
75,1000,MergeSort,0,8693,true
75,1000,HybridMergeSort,0,20384,true
75,2000,MergeSort,0,19412,true
75,2000,HybridMergeSort,1,42838,true
75,3000,MergeSort,0,30948,true
75,3000,HybridMergeSort,0,54394,true
75,4000,MergeSort,1,42819,true
75,4000,HybridMergeSort,0,89000,true
75,5000,MergeSort,1,55200,true
75,5000,HybridMergeSort,0,86686,true
75,10000,MergeSort,1,120566,true
75,10000,HybridMergeSort,1,184451,true
75,20000,MergeSort,3,260921,true
75,20000,HybridMergeSort,2,386673,true
75,30000,MergeSort,4,408435,true
75,30000,HybridMergeSort,3,729301,true
75,40000,MergeSort,6,561842,true
75,40000,HybridMergeSort,5,813715,true
75,50000,MergeSort,8,718154,true
75,50000,HybridMergeSort,6,1142694,true
75,100000,MergeSort,17,1536243,true
75,100000,HybridMergeSort,14,2379810,true
75,500000,MergeSort,94,8837218,true
75,500000,HybridMergeSort,74,14451874,true
75,1000000,MergeSort,178,18673397,true
75,1000000,HybridMergeSort,132,29889752,true
75,1500000,MergeSort,282,28910674,true
75,1500000,HybridMergeSort,231,40575993,true
75,2000000,MergeSort,392,39349313,true
75,2000000,HybridMergeSort,316,61790138,true
75,2500000,MergeSort,481,50025842,true
75,2500000,HybridMergeSort,405,80393966,true
75,5000000,MergeSort,1035,105053247,true
75,5000000,HybridMergeSort,834,165802115,true
75,7500000,MergeSort,1552,161908186,true
75,7500000,HybridMergeSort,1275,239511506,true
75,10000000,MergeSort,2042,220098411,true
75,10000000,HybridMergeSort,1783,341508764,true
80,1000,MergeSort,1,8694,true
80,1000,HybridMergeSort,0,20578,true
80,2000,MergeSort,0,19425,true
80,2000,HybridMergeSort,0,43379,true
80,3000,MergeSort,1,30925,true
80,3000,HybridMergeSort,0,55452,true
80,4000,MergeSort,0,42819,true
80,4000,HybridMergeSort,1,89098,true
80,5000,MergeSort,1,55214,true
80,5000,HybridMergeSort,0,132560,true
80,10000,MergeSort,2,120433,true
80,10000,HybridMergeSort,1,271862,true
80,20000,MergeSort,3,260882,true
80,20000,HybridMergeSort,2,562072,true
80,30000,MergeSort,4,408547,true
80,30000,HybridMergeSort,4,730357,true
80,40000,MergeSort,6,562046,true
80,40000,HybridMergeSort,5,1169076,true
80,50000,MergeSort,8,718125,true
80,50000,HybridMergeSort,6,1141526,true
80,100000,MergeSort,17,1535910,true
80,100000,HybridMergeSort,13,2381482,true
80,500000,MergeSort,92,8836626,true
80,500000,HybridMergeSort,75,14445346,true
80,1000000,MergeSort,191,18673470,true
80,1000000,HybridMergeSort,152,29896168,true
80,1500000,MergeSort,284,28909588,true
80,1500000,HybridMergeSort,226,40570023,true
80,2000000,MergeSort,383,39347298,true
80,2000000,HybridMergeSort,311,61821573,true
80,2500000,MergeSort,491,50025024,true
80,2500000,HybridMergeSort,418,86839523,true
80,5000000,MergeSort,1081,105048894,true
80,5000000,HybridMergeSort,915,178635655,true
80,7500000,MergeSort,1859,161906236,true
80,7500000,HybridMergeSort,1319,239532641,true
80,10000000,MergeSort,2142,220101445,true
80,10000000,HybridMergeSort,1839,367327245,true
85,1000,MergeSort,0,8759,true
85,1000,HybridMergeSort,0,20414,true
85,2000,MergeSort,0,19403,true
85,2000,HybridMergeSort,1,42314,true
85,3000,MergeSort,0,30948,true
85,3000,HybridMergeSort,0,54239,true
85,4000,MergeSort,1,42804,true
85,4000,HybridMergeSort,0,87640,true
85,5000,MergeSort,1,55257,true
85,5000,HybridMergeSort,0,131314,true
85,10000,MergeSort,1,120473,true
85,10000,HybridMergeSort,1,271200,true
85,20000,MergeSort,3,260838,true
85,20000,HybridMergeSort,2,564147,true
85,30000,MergeSort,4,408485,true
85,30000,HybridMergeSort,4,728173,true
85,40000,MergeSort,6,561725,true
85,40000,HybridMergeSort,5,1169032,true
85,50000,MergeSort,8,718047,true
85,50000,HybridMergeSort,6,1139921,true
85,100000,MergeSort,18,1536451,true
85,100000,HybridMergeSort,13,2383363,true
85,500000,MergeSort,81,8837232,true
85,500000,HybridMergeSort,71,14441472,true
85,1000000,MergeSort,187,18674256,true
85,1000000,HybridMergeSort,156,29893597,true
85,1500000,MergeSort,301,28909715,true
85,1500000,HybridMergeSort,234,40583919,true
85,2000000,MergeSort,534,39348058,true
85,2000000,HybridMergeSort,354,61796702,true
85,2500000,MergeSort,514,50024349,true
85,2500000,HybridMergeSort,510,86838584,true
85,5000000,MergeSort,1284,105050611,true
85,5000000,HybridMergeSort,1064,178667309,true
85,7500000,MergeSort,2284,161907629,true
85,7500000,HybridMergeSort,1517,239590903,true
85,10000000,MergeSort,2113,220100213,true
85,10000000,HybridMergeSort,1876,367301359,true
90,1000,MergeSort,0,8679,true
90,1000,HybridMergeSort,0,20245,true
90,2000,MergeSort,0,19423,true
90,2000,HybridMergeSort,1,42764,true
90,3000,MergeSort,1,30899,true
90,3000,HybridMergeSort,0,54708,true
90,4000,MergeSort,1,42825,true
90,4000,HybridMergeSort,1,88574,true
90,5000,MergeSort,1,55230,true
90,5000,HybridMergeSort,0,131245,true
90,10000,MergeSort,2,120373,true
90,10000,HybridMergeSort,1,271112,true
90,20000,MergeSort,5,260928,true
90,20000,HybridMergeSort,3,562292,true
90,30000,MergeSort,7,408588,true
90,30000,HybridMergeSort,4,728462,true
90,40000,MergeSort,9,561839,true
90,40000,HybridMergeSort,7,1170017,true
90,50000,MergeSort,10,718105,true
90,50000,HybridMergeSort,8,1143002,true
90,100000,MergeSort,22,1536320,true
90,100000,HybridMergeSort,18,2388119,true
90,500000,MergeSort,125,8837208,true
90,500000,HybridMergeSort,102,14462054,true
90,1000000,MergeSort,214,18674590,true
90,1000000,HybridMergeSort,172,29884749,true
90,1500000,MergeSort,309,28910091,true
90,1500000,HybridMergeSort,244,47559975,true
90,2000000,MergeSort,407,39349418,true
90,2000000,HybridMergeSort,298,61800071,true
90,2500000,MergeSort,481,50023989,true
90,2500000,HybridMergeSort,424,86829504,true
90,5000000,MergeSort,995,105049970,true
90,5000000,HybridMergeSort,877,178723435,true
90,7500000,MergeSort,1563,161903953,true
90,7500000,HybridMergeSort,1277,239522141,true
90,10000000,MergeSort,2047,220098946,true
90,10000000,HybridMergeSort,1795,367291196,true
95,1000,MergeSort,0,8696,true
95,1000,HybridMergeSort,0,20573,true
95,2000,MergeSort,0,19454,true
95,2000,HybridMergeSort,0,42096,true
95,3000,MergeSort,1,30956,true
95,3000,HybridMergeSort,0,87914,true
95,4000,MergeSort,1,42795,true
95,4000,HybridMergeSort,0,89683,true
95,5000,MergeSort,1,55182,true
95,5000,HybridMergeSort,0,129444,true
95,10000,MergeSort,2,120399,true
95,10000,HybridMergeSort,1,271514,true
95,20000,MergeSort,3,260835,true
95,20000,HybridMergeSort,2,562638,true
95,30000,MergeSort,4,408658,true
95,30000,HybridMergeSort,3,727385,true
95,40000,MergeSort,7,561881,true
95,40000,HybridMergeSort,4,1170106,true
95,50000,MergeSort,9,718072,true
95,50000,HybridMergeSort,6,1142353,true
95,100000,MergeSort,17,1536819,true
95,100000,HybridMergeSort,12,2382999,true
95,500000,MergeSort,89,8837572,true
95,500000,HybridMergeSort,73,14446784,true
95,1000000,MergeSort,188,18674810,true
95,1000000,HybridMergeSort,149,29914271,true
95,1500000,MergeSort,273,28908800,true
95,1500000,HybridMergeSort,248,56337482,true
95,2000000,MergeSort,407,39348213,true
95,2000000,HybridMergeSort,311,61816198,true
95,2500000,MergeSort,479,50024392,true
95,2500000,HybridMergeSort,419,86829647,true
95,5000000,MergeSort,1037,105050718,true
95,5000000,HybridMergeSort,887,178657647,true
95,7500000,MergeSort,1585,161910006,true
95,7500000,HybridMergeSort,1283,239593715,true
95,10000000,MergeSort,2108,220103168,true
95,10000000,HybridMergeSort,1778,367371806,true
100,1000,MergeSort,0,8702,true
100,1000,HybridMergeSort,0,20269,true
100,2000,MergeSort,1,19424,true
100,2000,HybridMergeSort,0,42882,true
100,3000,MergeSort,0,30937,true
100,3000,HybridMergeSort,0,87817,true
100,4000,MergeSort,0,42852,true
100,4000,HybridMergeSort,0,88604,true
100,5000,MergeSort,0,55254,true
100,5000,HybridMergeSort,1,130479,true
100,10000,MergeSort,1,120385,true
100,10000,HybridMergeSort,1,271188,true
100,20000,MergeSort,2,260853,true
100,20000,HybridMergeSort,3,564871,true
100,30000,MergeSort,5,408566,true
100,30000,HybridMergeSort,3,728474,true
100,40000,MergeSort,6,561816,true
100,40000,HybridMergeSort,5,1169847,true
100,50000,MergeSort,8,718331,true
100,50000,HybridMergeSort,7,1707296,true
100,100000,MergeSort,17,1536211,true
100,100000,HybridMergeSort,14,3508072,true
100,500000,MergeSort,87,8836740,true
100,500000,HybridMergeSort,71,14451007,true
100,1000000,MergeSort,186,18673234,true
100,1000000,HybridMergeSort,152,29895747,true
100,1500000,MergeSort,285,28911681,true
100,1500000,HybridMergeSort,236,56325716,true
100,2000000,MergeSort,372,39347838,true
100,2000000,HybridMergeSort,322,61820583,true
100,2500000,MergeSort,489,50024798,true
100,2500000,HybridMergeSort,507,86832040,true
100,5000000,MergeSort,1032,105050475,true
100,5000000,HybridMergeSort,841,178704949,true
100,7500000,MergeSort,1540,161908791,true
100,7500000,HybridMergeSort,1332,239567638,true
100,10000000,MergeSort,2103,220101621,true
100,10000000,HybridMergeSort,1844,367373568,true
124,1000,MergeSort,0,8726,true
124,1000,HybridMergeSort,0,34877,true
124,2000,MergeSort,0,19439,true
124,2000,HybridMergeSort,0,71093,true
124,3000,MergeSort,0,30935,true
124,3000,HybridMergeSort,0,87180,true
124,4000,MergeSort,0,42870,true
124,4000,HybridMergeSort,1,150983,true
124,5000,MergeSort,0,55312,true
124,5000,HybridMergeSort,0,131225,true
124,10000,MergeSort,1,120345,true
124,10000,HybridMergeSort,2,274448,true
124,20000,MergeSort,3,260835,true
124,20000,HybridMergeSort,2,563852,true
124,30000,MergeSort,4,408764,true
124,30000,HybridMergeSort,4,1140786,true
124,40000,MergeSort,6,561773,true
124,40000,HybridMergeSort,5,1164377,true
124,50000,MergeSort,8,718275,true
124,50000,HybridMergeSort,7,1700989,true
124,100000,MergeSort,16,1536320,true
124,100000,HybridMergeSort,14,3512986,true
124,500000,MergeSort,88,8836874,true
124,500000,HybridMergeSort,84,21569935,true
124,1000000,MergeSort,190,18674042,true
124,1000000,HybridMergeSort,172,44184077,true
124,1500000,MergeSort,287,28909496,true
124,1500000,HybridMergeSort,246,56334570,true
124,2000000,MergeSort,393,39349253,true
124,2000000,HybridMergeSort,372,90454507,true
124,2500000,MergeSort,468,50023335,true
124,2500000,HybridMergeSort,393,86829839,true
124,5000000,MergeSort,986,105050973,true
124,5000000,HybridMergeSort,839,178684115,true
124,7500000,MergeSort,1529,161908096,true
124,7500000,HybridMergeSort,1497,339716167,true
124,10000000,MergeSort,2100,220103097,true
124,10000000,HybridMergeSort,1959,367362065,true
150,1000,MergeSort,0,8661,true
150,1000,HybridMergeSort,1,35052,true
150,2000,MergeSort,0,19396,true
150,2000,HybridMergeSort,0,71542,true
150,3000,MergeSort,1,30948,true
150,3000,HybridMergeSort,0,88778,true
150,4000,MergeSort,0,42790,true
150,4000,HybridMergeSort,1,149286,true
150,5000,MergeSort,1,55297,true
150,5000,HybridMergeSort,0,130290,true
150,10000,MergeSort,2,120474,true
150,10000,HybridMergeSort,1,271227,true
150,20000,MergeSort,3,260954,true
150,20000,HybridMergeSort,2,562395,true
150,30000,MergeSort,4,408541,true
